Cancer	Sample	Fusion	Junction	Spanning	Breakpoint1	Breakpoint2
ACC	TCGA-OR-A5LJ-01A-11R-A29S-07	TNS1--CATIP-AS2	4	53	chr2:217835091:-	chr2:218327959:-
ACC	TCGA-OR-A5LL-01A-11R-A29S-07	NOTCH2NL--FCGR3B	5	48	chr1:146228709:-	chr1:161630388:-
ACC	TCGA-OR-A5LL-01A-11R-A29S-07	MMACHC--TTC23L	1	9	chr1:45500413:+	chr5:34896770:+
ACC	TCGA-OR-A5LL-01A-11R-A29S-07	ZNF616--TRAPPC8	1	4	chr19:52130501:-	chr18:31931523:-
ACC	TCGA-OR-A5LM-01A-11R-A29S-07	CMTR1--SMIM13	3	24	chr6:37473601:+	chr6:11134403:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	CELF1--FNBP4	18	123	chr11:47483453:-	chr11:47720086:-
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	QRICH1--ACOT2	5	146	chr3:49076709:-	chr14:73574908:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	FCN2--COL5A1	12	42	chr9:134886564:+	chr9:134822998:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	VPS26A--KIF1BP	12	37	chr10:69133047:+	chr10:69041564:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	MINOS1--GSE1	11	28	chr1:19597109:+	chr16:85665976:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	RAB40C--PRR35	2	61	chr16:618260:+	chr16:563256:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	PGPEP1--ALPL	7	40	chr19:18342911:+	chr1:21553978:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	RASSF3--DAZAP2	4	21	chr12:64610743:+	chr12:51240343:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	FOXO3--LACE1	3	11	chr6:108561829:+	chr6:108519697:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	GBF1--NOLC1	3	8	chr10:102370860:+	chr10:102159193:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	WRAP53--AHCY	2	11	chr17:7689701:+	chr20:34281165:-
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	CMIP--BCO1	2	7	chr16:81445541:+	chr16:81262136:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	AP1B1--RFPL1S	2	5	chr22:29342285:-	chr22:29442129:-
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	FOXK2--TNFSF13	1	9	chr17:82520307:+	chr17:7559846:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	CAPZB--MUC22	2	4	chr1:19485436:-	chr6:31025502:+
ACC	TCGA-OR-A5LO-01A-11R-A29S-07	REPS2--TXLNG	2	4	chrX:17006344:+	chrX:16818574:+
ACC	TCGA-OR-A5LR-01A-11R-A29S-07	TYW1B--STX5	1	5	chr7:72826855:-	chr11:62807628:-
ACC	TCGA-OR-A5LS-01A-11R-A29S-07	IL6R--TDRD10	2	20	chr1:154435156:+	chr1:154547409:+
ACC	TCGA-OU-A5PI-01A-12R-A29S-07	HNRNPA2B1--HSD17B10	5	10	chr7:26200572:-	chrX:53433886:-
ACC	TCGA-OU-A5PI-01A-12R-A29S-07	ST3GAL2--VAC14	5	6	chr16:70438949:-	chr16:70772172:-
ACC	TCGA-OU-A5PI-01A-12R-A29S-07	PLCB1--WTIP	2	6	chr20:8757178:+	chr19:34490376:+
ACC	TCGA-OU-A5PI-01A-12R-A29S-07	CC2D2A--BST1	2	1	chr4:15480827:+	chr4:15711807:+
ACC	TCGA-P6-A5OF-01A-11R-A29S-07	YPEL3--EXD3	25	125	chr16:30095252:-	chr9:137324143:-
ACC	TCGA-P6-A5OF-01A-11R-A29S-07	DCP2--IL17B	8	24	chr5:112992770:+	chr5:149377025:-
ACC	TCGA-P6-A5OF-01A-11R-A29S-07	GNB1--TSC2	5	17	chr1:1839190:-	chr16:2079032:+
ACC	TCGA-P6-A5OF-01A-11R-A29S-07	CPSF1--TONSL	1	7	chr8:144400924:-	chr8:144429336:-
ACC	TCGA-P6-A5OF-01A-11R-A29S-07	ASB4--DYNC1I1	2	2	chr7:95536550:+	chr7:95804721:+
ACC	TCGA-PA-A5YG-01A-11R-A29S-07	KCNQ1--DUSP8	11	73	chr11:2778037:+	chr11:1565934:-
ACC	TCGA-PK-A5H8-01A-11R-A29S-07	DNAJC4--IGF2	6	1	chr11:64232477:+	chr11:2131698:-
ACC	TCGA-PK-A5H8-01A-11R-A29S-07	MAMSTR--IGF2	3	3	chr19:48715832:-	chr11:2131700:-
ACC	TCGA-PK-A5H9-01A-11R-A29S-07	ARAP1--IGF2	1000	1000	chr11:72722065:-	chr11:2132106:-
ACC	TCGA-PK-A5H9-01A-11R-A29S-07	CLUH--IGF2	1000	1000	chr17:2689386:-	chr11:2139208:-
ACC	TCGA-PK-A5H9-01A-11R-A29S-07	GALNT2--IGF2	1000	1000	chr1:230255303:+	chr11:2131760:-
ACC	TCGA-PK-A5HA-01A-11R-A29S-07	RCC1L--DENND1A	9	64	chr7:75052711:-	chr9:123403490:-
ACC	TCGA-PK-A5HA-01A-11R-A29S-07	MCCC1--LAMP3	4	5	chr3:183086693:-	chr3:183154391:-
ACC	TCGA-PK-A5HA-01A-11R-A29S-07	PPIP5K1--FRMD5	3	7	chr15:43534974:-	chr15:43888872:-
ACC	TCGA-PK-A5HA-01A-11R-A29S-07	PXK--RPP14	1	13	chr3:58333090:+	chr3:58310507:+
ACC	TCGA-PK-A5HA-01A-11R-A29S-07	NUP85--TMEM94	1	12	chr17:75205794:+	chr17:75471800:+
ACC	TCGA-PK-A5HA-01A-11R-A29S-07	SEMA6C--VPS72	1	4	chr1:151139976:-	chr1:151185950:-
ACC	TCGA-PK-A5HB-01A-11R-A29S-07	RUSC2--U82695.5	33	45	chr9:35490172:+	chrX:153398920:-
ACC	TCGA-PK-A5HB-01A-11R-A29S-07	RRP7A--PACSIN2	8	133	chr22:42518005:-	chr22:42879169:-
ACC	TCGA-PK-A5HB-01A-11R-A29S-07	TSGA10--ZRANB3	1	5	chr2:99154837:-	chr2:135224517:-
BLCA	TCGA-2F-A9KO-01A-11R-A38B-07	TOGARAM1--KCNK13	7	7	chr14:45054549:+	chr14:90184111:+
BLCA	TCGA-2F-A9KO-01A-11R-A38B-07	SHPK--GUCY1A2	1	9	chr17:3630205:-	chr11:106986131:-
BLCA	TCGA-2F-A9KO-01A-11R-A38B-07	NUDT2--UBAP1	1	4	chr9:34339166:+	chr9:34249779:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	EPB41--HGSNAT	51	152	chr1:28997319:+	chr8:43158575:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	SYS1--IDO2	21	109	chr20:45365686:+	chr8:40015247:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	NUP188--TMEM8C	8	88	chr9:129006368:+	chr9:133514785:-
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	PHF21A--NUTF2	21	31	chr11:46076754:-	chr16:67868340:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	IP6K1--MON1A	17	42	chr3:49738212:-	chr3:49913359:-
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	ST3GAL3--ZMAT4	11	35	chr1:43736380:+	chr8:40532238:-
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	TRMT61A--AMN	5	14	chr14:103530309:+	chr14:102928426:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	GBF1--UBE2R2	4	16	chr10:102344182:+	chr9:33886881:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	SEMA5A--MYHAS	2	20	chr5:9437756:-	chr17:10608354:+
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	RAF1--IQSEC1	2	15	chr3:12663813:-	chr3:12941865:-
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	WDR59--CHST5	4	5	chr16:74888169:-	chr16:75533183:-
BLCA	TCGA-2F-A9KP-01A-11R-A38B-07	ABHD17C--PRAMEF6	2	5	chr15:80696019:+	chr1:12942540:-
BLCA	TCGA-2F-A9KR-01A-11R-A38B-07	ZNF326--CCDC18	17	75	chr1:89995273:+	chr1:93226333:+
BLCA	TCGA-2F-A9KR-01A-11R-A38B-07	MSI2--BCAS3	4	14	chr17:57652161:+	chr17:60808004:+
BLCA	TCGA-2F-A9KR-01A-11R-A38B-07	OGT--GCNA	1000	1000	chrX:71554591:+	chrX:71592121:+
BLCA	TCGA-2F-A9KT-01A-11R-A38B-07	GSTP1--ELP4	12	18	chr11:67586537:+	chr11:31650115:+
BLCA	TCGA-2F-A9KT-01A-11R-A38B-07	CDC42BPG--EHD1	5	7	chr11:64844410:-	chr11:64860336:-
BLCA	TCGA-2F-A9KT-01A-11R-A38B-07	DHX35--MYO7A	4	4	chr20:39001842:+	chr11:77197481:+
BLCA	TCGA-2F-A9KT-01A-11R-A38B-07	CACNA1I--SYNGR1	2	7	chr22:39673082:+	chr22:39381696:+
BLCA	TCGA-2F-A9KT-01A-11R-A38B-07	NPRL3--UBE2L3	2	5	chr16:86668:-	chr22:21621515:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	LIMCH1--UCHL1	30	380	chr4:41360936:+	chr4:41264103:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A6	26	53	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A1	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A10	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A3	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A4	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A5	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A7	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A8	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	CDS1--UGT1A9	26	48	chr4:84609525:+	chr2:233767034:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	VGLL4--TMEM40	7	15	chr3:11601833:-	chr3:12749840:-
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	KIF13B--PPP2R5B	1	9	chr8:29118868:-	chr11:64925471:+
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	IPPK--CDC42SE1	2	4	chr9:92634386:-	chr1:151059773:-
BLCA	TCGA-2F-A9KW-01A-11R-A38B-07	PTPN11--ZNF706	1	4	chr12:112419125:+	chr8:101201743:-
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	NUP62--VSTM2B	95	385	chr19:49927694:-	chr19:29563846:+
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	IL4I1--VSTM2B	95	375	chr19:49927694:-	chr19:29563846:+
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	SLC39A11--ADSS	8	42	chr17:73084808:-	chr1:244437768:-
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	TRIM37--ZNF385D	8	12	chr17:59062567:-	chr3:22169035:-
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	USP31--PRKCB	4	12	chr16:23148638:-	chr16:23988508:+
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	PIGS--SPAG5	3	11	chr17:28556166:-	chr17:28578292:-
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	ILF3--MAPK13	1	13	chr19:10654487:+	chr6:36131271:+
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	NUDT19--DPY19L3	1	12	chr19:32709392:+	chr19:32432716:+
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	ZNF507--TDRD12	1	8	chr19:32345783:+	chr19:32797735:+
BLCA	TCGA-4Z-AA7M-01A-11R-A39I-07	MELK--CNTFR	1	4	chr9:36573007:+	chr9:34581205:-
BLCA	TCGA-4Z-AA7O-01A-31R-A39I-07	PPFIA1--SHANK2	4	3	chr11:70272436:+	chr11:70698763:-
BLCA	TCGA-4Z-AA7O-01A-31R-A39I-07	RBM4B--FCHSD2	1	6	chr11:66676668:-	chr11:73015885:-
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	FOXJ3--SVBP	32	137	chr1:42227883:-	chr1:42807500:-
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	MLF1--RSRC1	5	11	chr3:158592581:+	chr3:158543335:+
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	SAMD8--ADK	4	15	chr10:75111722:+	chr10:74708321:+
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	ACOX3--CD96	1	5	chr4:8374978:-	chr3:111665527:+
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	CHMP4C--ITGB1	2	0	chr8:81732816:+	chr10:32901635:-
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	LPAR6--TPP2	1	2	chr13:48412421:-	chr13:102604793:+
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	UBE2G1--PELP1	1	2	chr17:4282798:-	chr17:4691442:-
BLCA	TCGA-4Z-AA7Q-01A-11R-A39I-07	ABCA1--RAB5C	1	1	chr9:104883039:-	chr17:42126848:-
BLCA	TCGA-4Z-AA7R-01A-11R-A39I-07	ADAM10--TERB2	13	46	chr15:58717577:-	chr15:44973867:+
BLCA	TCGA-4Z-AA7R-01A-11R-A39I-07	SWT1--DCAF8	8	34	chr1:185190642:+	chr1:160225663:-
BLCA	TCGA-4Z-AA7R-01A-11R-A39I-07	DCDC2--MRS2	3	10	chr6:24353569:-	chr6:24422937:+
BLCA	TCGA-4Z-AA7R-01A-11R-A39I-07	MCM3--ADGRF1	4	3	chr6:52282045:-	chr6:47024217:-
BLCA	TCGA-4Z-AA7R-01A-11R-A39I-07	CDKAL1--OFCC1	3	6	chr6:20548705:+	chr6:9850469:-
BLCA	TCGA-4Z-AA7R-01A-11R-A39I-07	SLC9A8--TOM1L2	1	4	chr20:49815189:+	chr17:17850952:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	RAB3IP--CD63	425	1388	chr12:69739031:+	chr12:55726261:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	CD63--OS9	205	908	chr12:55725813:-	chr12:57715760:+
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	PABPC1--VPS13B	138	334	chr8:100704297:-	chr8:99766774:+
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	PGAP3--MYOCD	20	181	chr17:39684597:-	chr17:12736161:+
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	DCAF12--EXOSC2	11	43	chr9:34088000:-	chr9:130699329:+
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	RAB3IP--OS9	10	38	chr12:69739031:+	chr12:57715760:+
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	SLFN11--MIEN1	8	18	chr17:35373474:-	chr17:39729423:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	KB-1562D12.1--RGS22	4	6	chr8:101492450:-	chr8:99965430:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	STARD3--SMCR5	5	1	chr17:39637231:+	chr17:17777459:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	AZIN1--NCALD	2	4	chr8:102863807:-	chr8:102020289:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	PGAP3--LRRC6	2	4	chr17:39684597:-	chr8:132610261:-
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	ERBB2--CTTN	1	6	chr17:39715939:+	chr11:70422940:+
BLCA	TCGA-4Z-AA7S-01A-11R-A39I-07	CRLF3--AATF	1	5	chr17:30784307:-	chr17:36950214:+
BLCA	TCGA-4Z-AA7W-01A-11R-A39I-07	SCN8A--KCNC2	1	5	chr12:51689096:+	chr12:75051317:-
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	SEC14L4--SIAH1	9	44	chr22:30503677:-	chr16:48403667:-
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	KIF13A--KDM1B	7	26	chr6:17987054:-	chr6:18166267:+
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	PPFIA1--DYNC2H1	6	22	chr11:70272436:+	chr11:103113537:+
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	TRPM7--EHD4	1	21	chr15:50596255:-	chr15:41901181:-
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	ELF1--VWA8	2	9	chr13:40981983:-	chr13:41891587:-
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	LRCH1--PHF11	2	4	chr13:46728984:+	chr13:49513059:+
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	BTBD9--NBAT1	1	5	chr6:38192519:-	chr6:22136669:-
BLCA	TCGA-4Z-AA80-01A-11R-A39I-07	PSMD11--SLC4A4	1	4	chr17:32454619:+	chr4:71339370:+
BLCA	TCGA-4Z-AA82-01A-11R-A39I-07	CREBBP--NLRC3	5	14	chr16:3744894:-	chr16:3542274:-
BLCA	TCGA-4Z-AA82-01A-11R-A39I-07	RANBP17--TLX3	4	3	chr5:170862051:+	chr5:171310150:+
BLCA	TCGA-4Z-AA82-01A-11R-A39I-07	ANKLE2--ZNF605	1	6	chr12:132741419:-	chr12:132948270:-
BLCA	TCGA-4Z-AA82-01A-11R-A39I-07	MOB1B--RUFY3	1	5	chr4:70902550:+	chr4:70806516:+
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	EP300--HAUS8	8	44	chr22:41117821:+	chr19:17056002:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	FAF1--ITGB3BP	6	37	chr1:50801631:-	chr1:63508570:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	CEP170--UBE2Q1	6	19	chr1:243255040:-	chr1:154555964:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	IQCK--BCAR4	6	16	chr16:19733828:+	chr16:11820465:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	ROCK1--FABP2	7	10	chr18:21110818:-	chr4:119320842:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	ZW10--UPK2	6	9	chr11:113768833:-	chr11:118957598:+
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	ARHGAP1--AMBRA1	5	8	chr11:46695660:-	chr11:46418052:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	MVP--SEZ6L2	6	4	chr16:29820510:+	chr16:29888725:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	SRP68--XIRP2	2	17	chr17:76057403:-	chr2:167210735:+
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	PFKP--CAMK2G	4	6	chr10:3116846:+	chr10:73860889:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	FAM91A1--ANXA13	1	12	chr8:123775298:+	chr8:123712753:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	ZNF700--TOX	2	7	chr19:11925273:+	chr8:58939544:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	GANC--RORA	2	5	chr15:42326424:+	chr15:60497619:-
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	AP4B1--PIFO	1	6	chr1:113901755:-	chr1:111346910:+
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	CTNNA1--LARP1	1	6	chr5:138753510:+	chr5:154811247:+
BLCA	TCGA-4Z-AA84-01A-11R-A39I-07	GLCCI1--ICA1	1	6	chr7:8071131:+	chr7:8143972:-
BLCA	TCGA-4Z-AA86-01A-11R-A39I-07	RANBP3--ANKRD24	5	8	chr19:5978061:-	chr19:4199875:+
BLCA	TCGA-4Z-AA86-01A-11R-A39I-07	PRKCA--NF1	2	7	chr17:66306127:+	chr17:31325820:+
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	ADGRG1--GINS3	18	73	chr16:57619881:+	chr16:58386621:+
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	LUC7L--SLC27A5	7	28	chr16:220649:-	chr19:58501410:-
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	RAB3GAP2--BPNT1	6	15	chr1:220205907:-	chr1:220079854:-
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	ELOC--STAU2	1	32	chr8:73959765:-	chr8:73617451:-
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	MEGF9--PSMD5	5	9	chr9:120713758:-	chr9:120820979:-
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	C21orf59--BACE2	2	17	chr21:32603161:-	chr21:41226266:+
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	GNB1--CDK11A	5	5	chr1:1890820:-	chr1:1705025:-
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	MSI2--YPEL2	3	5	chr17:57262192:+	chr17:59353215:+
BLCA	TCGA-4Z-AA87-01A-11R-A39I-07	MAN1C1--TMEM57	1	3	chr1:25753578:+	chr1:25498264:+
BLCA	TCGA-5N-A9KI-01A-31R-A42T-07	PTP4A2--ARFGEF2	1	13	chr1:31937987:-	chr20:49028530:+
BLCA	TCGA-5N-A9KM-01A-11R-A42T-07	MYO1E--FOXB1	16	18	chr15:59372498:-	chr15:60025756:+
BLCA	TCGA-5N-A9KM-01A-11R-A42T-07	DPP8--PARP16	4	13	chr15:65474209:-	chr15:65248228:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	VGLL4--LIMD1	163	426	chr3:11702971:-	chr3:45665650:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	MIER2--CDK5RAP1	51	65	chr19:325635:-	chr20:33387533:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	GPC3--PPARG	17	100	chrX:133953050:-	chr3:12379704:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	CD151--EPS8L2	17	66	chr11:836843:+	chr11:710422:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	DIP2B--SPATS2	18	41	chr12:50714596:+	chr12:49525944:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	PCP4L1--NDUFS2	9	61	chr1:161258983:+	chr1:161213380:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	SNX30--PXT1	7	24	chr9:112838697:+	chr6:36426091:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	MRPS23--TRIM37	6	19	chr17:57849240:-	chr17:58999459:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	SPAG9--PCMT1	1	24	chr17:51047375:-	chr6:149771162:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	TWF2--FSTL4	3	15	chr3:52238992:-	chr5:133233537:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	DCBLD1--ZNF550	5	1	chr6:117549308:+	chr19:57535270:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	GRHL2--FAM49A	2	13	chr8:101649499:+	chr2:16588129:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	ZNF462--TBCA	2	6	chr9:106939107:+	chr5:77708347:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	PDXK--ABCG1	1	4	chr21:43719381:+	chr21:42225671:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	SOGA1--RPS6KA5	1	2	chr20:36802856:-	chr14:90978524:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	WNK2--CENPP	1	2	chr9:93185610:+	chr9:92611314:+
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	ARHGAP26--VDAC1	1	1	chr5:143014116:+	chr5:133973848:-
BLCA	TCGA-BL-A0C8-01A-11R-A10U-07	F11R--DOCK6	1000	1000	chr1:161000238:-	chr19:11235995:-
BLCA	TCGA-BL-A13J-01A-11R-A10U-07	ACKR2--POMGNT2	5	35	chr3:42809532:+	chr3:43081536:-
BLCA	TCGA-BL-A13J-01A-11R-A10U-07	KRBOX1--POMGNT2	5	28	chr3:42809532:+	chr3:43081536:-
BLCA	TCGA-BL-A13J-01A-11R-A10U-07	DENND4C--ACER2	10	0	chr9:19230833:+	chr9:19446281:+
BLCA	TCGA-BL-A13J-01A-11R-A10U-07	MGST3--UCK2	1	9	chr1:165631293:+	chr1:165890204:+
BLCA	TCGA-BL-A3JM-01A-12R-A21D-07	UBL3--CKAP2	51	103	chr13:29849512:-	chr13:52456523:+
BLCA	TCGA-BL-A3JM-01A-12R-A21D-07	SMARCC1--DOCK3	7	12	chr3:47772817:-	chr3:50890026:+
BLCA	TCGA-BT-A0S7-01A-11R-A10U-07	RAB3IP--NUP107	91	536	chr12:69756663:+	chr12:68731607:+
BLCA	TCGA-BT-A0S7-01A-11R-A10U-07	EP300--MCHR1	14	81	chr22:41093098:+	chr22:40680949:+
BLCA	TCGA-BT-A0S7-01A-11R-A10U-07	AMOTL1--SLCO2B1	2	12	chr11:94795160:+	chr11:75162655:+
BLCA	TCGA-BT-A0YX-01A-11R-A10U-07	C5orf66--JUP	53	205	chr5:135174172:+	chr17:41758870:-
BLCA	TCGA-BT-A0YX-01A-11R-A10U-07	PCBD2--C5orf66	13	36	chr5:134905223:+	chr5:135174042:+
BLCA	TCGA-BT-A0YX-01A-11R-A10U-07	ACAP2--XXYLT1	1	5	chr3:195333028:-	chr3:195156581:-
BLCA	TCGA-BT-A20J-01A-11R-A14Y-07	ACAP2--XXYLT1	5	9	chr3:195342471:-	chr3:195226856:-
BLCA	TCGA-BT-A20J-01A-11R-A14Y-07	TBC1D4--TRAPPC12	3	17	chr13:75309942:-	chr2:3443779:+
BLCA	TCGA-BT-A20J-01A-11R-A14Y-07	C3--EXO5	3	11	chr19:6677906:-	chr1:40514515:+
BLCA	TCGA-BT-A20J-01A-11R-A14Y-07	KBTBD2--COBL	5	2	chr7:32891536:-	chr7:51219944:-
BLCA	TCGA-BT-A20J-01A-11R-A14Y-07	COBL--FKBP9	1	5	chr7:51190850:-	chr7:33002676:+
BLCA	TCGA-BT-A20N-01A-11R-A14Y-07	CTNNB1--SEM1	5	58	chr3:41239354:+	chr7:96645932:-
BLCA	TCGA-BT-A20N-01A-11R-A14Y-07	PPP6R3--YAP1	6	45	chr11:68558679:+	chr11:102227469:+
BLCA	TCGA-BT-A20N-01A-11R-A14Y-07	ZNF652--MRPL1	2	15	chr17:49311312:-	chr4:77906946:+
BLCA	TCGA-BT-A20N-01A-11R-A14Y-07	FBXL4--BTN3A3	4	6	chr6:98926477:-	chr6:26443957:+
BLCA	TCGA-BT-A20P-01A-11R-A14Y-07	CPEB4--HMP19	1	18	chr5:173890858:+	chr5:174242682:+
BLCA	TCGA-BT-A20Q-01A-11R-A14Y-07	EPN2--KCNJ18	7	58	chr17:19237531:+	chr17:21695983:+
BLCA	TCGA-BT-A20Q-01A-11R-A14Y-07	KDM6A--ANOS1	3	6	chrX:45085979:+	chrX:8623670:-
BLCA	TCGA-BT-A20Q-01A-11R-A14Y-07	EPN2--KCNJ12	1000	1000	chr17:19237531:+	chr17:21408519:+
BLCA	TCGA-BT-A20R-01A-12R-A16R-07	GNA12--CARD11	10	17	chr7:2794928:-	chr7:2934629:-
BLCA	TCGA-BT-A20R-01A-12R-A16R-07	NEDD4L--HYI	2	10	chr18:58252054:+	chr1:43452319:-
