OncogeneID	OncogeneName	Alias	Links	Cytoband	FullName	GeneType
7345	UCHL1	HEL-117|HEL-S-53|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	MIM:191342|HGNC:HGNC:12513|Ensembl:ENSG00000154277|HPRD:01877|Vega:OTTHUMG00000099377	4p14	ubiquitin C-terminal hydrolase L1	protein-coding
7306	TYRP1	CAS2|CATB|GP75|OCA3|TRP|TRP1|TYRP|b-PROTEIN	MIM:115501|HGNC:HGNC:12450|Ensembl:ENSG00000107165|HPRD:00283|Vega:OTTHUMG00000021034	9p23	tyrosinase-related protein 1	protein-coding
730249	ACOD1	CAD|IRG1	MIM:615275|HGNC:HGNC:33904|Ensembl:ENSG00000102794|Vega:OTTHUMG00000017098	13q22.3	aconitate decarboxylase 1	protein-coding
729533	FAM72A	LMPIP|Ugene	MIM:614710|HGNC:HGNC:24044	1q32.1	family with sequence similarity 72 member A	protein-coding
7258	TSPY1	CT78|DYS14|TSPY|pJA923	MIM:480100|HGNC:HGNC:12381|Ensembl:ENSG00000258992|HPRD:11852|Vega:OTTHUMG00000171452	Yp11.2	testis specific protein, Y-linked 1	protein-coding
724033	MIR663A	MIR663|MIRN663|hsa-mir-663|hsa-mir-663a|mir-663a	HGNC:HGNC:32919|Ensembl:ENSG00000273684|miRBase:MI0003672	20p11.1	microRNA 663a	ncRNA
7204	TRIO	ARHGEF23|tgat	MIM:601893|HGNC:HGNC:12303|Ensembl:ENSG00000038382|HPRD:03537|Vega:OTTHUMG00000131057	5p15.2	trio Rho guanine nucleotide exchange factor	protein-coding
7189	TRAF6	MGC:3310|RNF85	MIM:602355|HGNC:HGNC:12036|HPRD:03833	11p12	TNF receptor associated factor 6	protein-coding
7163	TPD52	D52|N8L|PC-1|PrLZ|hD52	MIM:604068|HGNC:HGNC:12005|Ensembl:ENSG00000076554|HPRD:04963|Vega:OTTHUMG00000164565	8q21.13	tumor protein D52	protein-coding
7133	TNFRSF1B	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	MIM:191191|HGNC:HGNC:11917|Ensembl:ENSG00000028137|HPRD:01862|Vega:OTTHUMG00000001829	1p36.22	tumor necrosis factor receptor superfamily member 1B	protein-coding
7113	TMPRSS2	PP9284|PRSS10	MIM:602060|HGNC:HGNC:11876|Ensembl:ENSG00000184012|HPRD:03637|Vega:OTTHUMG00000086762	21q22.3	transmembrane protease, serine 2	protein-coding
7088	TLE1	ESG|ESG1|GRG1	MIM:600189|HGNC:HGNC:11837|Ensembl:ENSG00000196781|HPRD:02557|Vega:OTTHUMG00000021008	9q21.32	transducin like enhancer of split 1	protein-coding
7080	NKX2-1	BCH|BHC|NK-2|NKX2.1|NKX2A|NMTC1|T/EBP|TEBP|TITF1|TTF-1|TTF1	MIM:600635|HGNC:HGNC:11825|Ensembl:ENSG00000136352|HPRD:02798|Vega:OTTHUMG00000140225	14q13	NK2 homeobox 1	protein-coding
7067	THRA	AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|c-ERBA-1	MIM:190120|HGNC:HGNC:11796|Ensembl:ENSG00000126351|HPRD:07185|Vega:OTTHUMG00000133332	17q11.2	thyroid hormone receptor, alpha	protein-coding
7040	TGFB1	CED|DPD1|LAP|TGFB|TGFbeta	MIM:190180|HGNC:HGNC:11766|Ensembl:ENSG00000105329|HPRD:01821|Vega:OTTHUMG00000182760	19q13.1	transforming growth factor beta 1	protein-coding
7024	TFCP2	LBP1C|LSF|LSF1D|SEF|TFCP2C	MIM:189889|HGNC:HGNC:11748|Ensembl:ENSG00000135457|HPRD:01790|Vega:OTTHUMG00000169621	12q13	transcription factor CP2	protein-coding
7006	TEC	PSCTK4	MIM:600583|HGNC:HGNC:11719|Ensembl:ENSG00000135605|HPRD:02786|Vega:OTTHUMG00000128623	4p12	tec protein tyrosine kinase	protein-coding
693122	MIR421	MIRN421|hsa-mir-421	HGNC:HGNC:32793|miRBase:MI0003685	Xq13.2	microRNA 421	ncRNA
6926	TBX3	TBX3-ISO|UMS|XHL	MIM:601621|HGNC:HGNC:11602|Ensembl:ENSG00000135111|HPRD:03373|Vega:OTTHUMG00000169586	12q24.21	T-box 3	protein-coding
6900	CNTN2	AXT|FAME5|TAG-1|TAX|TAX1	MIM:190197|HGNC:HGNC:2172|Ensembl:ENSG00000184144|HPRD:01826|Vega:OTTHUMG00000037105	1q32.1	contactin 2	protein-coding
6888	TALDO1	TAL|TAL-H|TALDOR|TALH	MIM:602063|HGNC:HGNC:11559|Ensembl:ENSG00000177156|HPRD:03640|Vega:OTTHUMG00000133318	11p15.5-p15.4	transaldolase 1	protein-coding
688	KLF5	BTEB2|CKLF|IKLF	MIM:602903|HGNC:HGNC:6349|Ensembl:ENSG00000102554|HPRD:04212|Vega:OTTHUMG00000017074	13q22.1	Kruppel-like factor 5 (intestinal)	protein-coding
6872	TAF1	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|MRXS33|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	MIM:313650|HGNC:HGNC:11535|Ensembl:ENSG00000147133|HPRD:02436|Vega:OTTHUMG00000022723	Xq13.1	TATA-box binding protein associated factor 1	protein-coding
6863	TAC1	Hs.2563|NK2|NKNA|NPK|TAC2	MIM:162320|HGNC:HGNC:11517|Ensembl:ENSG00000006128|HPRD:08876|Vega:OTTHUMG00000154069	7q21-q22	tachykinin precursor 1	protein-coding
6857	SYT1	P65|SVP65|SYT	MIM:185605|HGNC:HGNC:11509|Ensembl:ENSG00000067715|HPRD:01710|Vega:OTTHUMG00000134326	12cen-q21	synaptotagmin 1	protein-coding
677885	SNORA59A	ACA59	HGNC:HGNC:32653|Ensembl:ENSG00000239149	1p36.21	small nucleolar RNA, H/ACA box 59A	snoRNA
677823	SNORA80E	ACA42|SNORA42	HGNC:HGNC:32635|Ensembl:ENSG00000207475	1q22	small nucleolar RNA, H/ACA box 80E	snoRNA
6659	SOX4	EVI16	MIM:184430|HGNC:HGNC:11200|Ensembl:ENSG00000124766|HPRD:01695|Vega:OTTHUMG00000016101	6p22.3	SRY-box 4	protein-coding
664613	MIR544A	MIR544|MIRN544|hsa-mir-544|hsa-mir-544a	HGNC:HGNC:32530|Ensembl:ENSG00000207587|miRBase:MI0003515	-	microRNA 544a	ncRNA
6623	SNCG	BCSG1|SR	MIM:602998|HGNC:HGNC:11141|Ensembl:ENSG00000173267|HPRD:04297|Vega:OTTHUMG00000018656	10q23.2-q23.3	synuclein gamma	protein-coding
655	BMP7	OP-1	MIM:112267|HGNC:HGNC:1074|Ensembl:ENSG00000101144|HPRD:00212|Vega:OTTHUMG00000032812	20q13	bone morphogenetic protein 7	protein-coding
652995	UCA1	CUDR|LINC00178|NCRNA00178|UCAT1|onco-lncRNA-36	HGNC:HGNC:37126|Ensembl:ENSG00000214049	19p13.12	urothelial cancer associated 1 (non-protein coding)	ncRNA
6520	SLC3A2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	MIM:158070|HGNC:HGNC:11026|Ensembl:ENSG00000168003|HPRD:01148|Vega:OTTHUMG00000074091	11q13	solute carrier family 3 member 2	protein-coding
65123	INTS3	C1orf193|C1orf60|INT3|SOSS-A|SOSSA	MIM:611347|HGNC:HGNC:26153|Ensembl:ENSG00000143624|HPRD:08644|Vega:OTTHUMG00000037089	1q21.3	integrator complex subunit 3	protein-coding
6495	SIX1	BOS3|DFNA23|TIP39	MIM:601205|HGNC:HGNC:10887|HPRD:03125	14q23.1	SIX homeobox 1	protein-coding
64786	TBC1D15	RAB7-GAP	MIM:612662|HGNC:HGNC:25694|Ensembl:ENSG00000121749|HPRD:15470|Vega:OTTHUMG00000158553	12q21.1	TBC1 domain family member 15	protein-coding
64778	FNDC3B	FAD104|PRO4979|YVTM2421	MIM:611909|HGNC:HGNC:24670|Ensembl:ENSG00000075420|HPRD:10943|Vega:OTTHUMG00000156761	3q26.31	fibronectin type III domain containing 3B	protein-coding
64400	AKTIP	FT1|FTS	MIM:608483|HGNC:HGNC:16710|Ensembl:ENSG00000166971|HPRD:07467|Vega:OTTHUMG00000133199	16q12.2	AKT interacting protein	protein-coding
6431	SRSF6	B52|HEL-S-91|SFRS6|SRP55	MIM:601944|HGNC:HGNC:10788|Ensembl:ENSG00000124193|HPRD:09054|Vega:OTTHUMG00000032502	20q12-q13.1	serine/arginine-rich splicing factor 6	protein-coding
6428	SRSF3	SFRS3|SRp20	MIM:603364|HGNC:HGNC:10785|HPRD:04530	6p21	serine/arginine-rich splicing factor 3	protein-coding
6426	SRSF1	ASF|SF2|SF2p33|SFRS1|SRp30a	MIM:600812|HGNC:HGNC:10780|HPRD:02887	17q22	serine/arginine-rich splicing factor 1	protein-coding
6421	SFPQ	POMP100|PPP1R140|PSF	MIM:605199|HGNC:HGNC:10774|Ensembl:ENSG00000116560|HPRD:07284|Vega:OTTHUMG00000004157	1p34.3	splicing factor proline/glutamine-rich	protein-coding
64083	GOLPH3	GOPP1|GPP34|MIDAS|Vps74	MIM:612207|HGNC:HGNC:15452|Ensembl:ENSG00000113384|HPRD:11007|Vega:OTTHUMG00000090679	5p13.3	golgi phosphoprotein 3	protein-coding
63978	PRDM14	PFM11	MIM:611781|HGNC:HGNC:14001|Ensembl:ENSG00000147596|HPRD:11457|Vega:OTTHUMG00000150495	8q13.3	PR domain 14	protein-coding
63977	PRDM15	C21orf83|PFM15|ZNF298	HGNC:HGNC:13999|Ensembl:ENSG00000141956|HPRD:11458|Vega:OTTHUMG00000086781	21q22.3	PR domain 15	protein-coding
63976	PRDM16	CMD1LL|LVNC8|MEL1|PFM13	MIM:605557|HGNC:HGNC:14000|Ensembl:ENSG00000142611|HPRD:16122|Vega:OTTHUMG00000000581	1p36.32	PR domain 16	protein-coding
6395	SEA	-	MIM:165110|HGNC:HGNC:10695	11q13	S13 erythroblastosis (avian) oncogene homolog	protein-coding
6279	S100A8	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	MIM:123885|HGNC:HGNC:10498|Ensembl:ENSG00000143546|HPRD:00471|Vega:OTTHUMG00000013124	1q21	S100 calcium binding protein A8	protein-coding
6275	S100A4	18A2|42A|CAPL|FSP1|MTS1|P9KA|PEL98	MIM:114210|HGNC:HGNC:10494|Ensembl:ENSG00000196154|HPRD:15914|Vega:OTTHUMG00000013546	1q21	S100 calcium binding protein A4	protein-coding
619552	MIR483	MIRN483|hsa-mir-483|mir-483	HGNC:HGNC:32340|miRBase:MI0002467	11p15.5	microRNA 483	ncRNA
6093	ROCK1	P160ROCK|ROCK-I	MIM:601702|HGNC:HGNC:10251|Ensembl:ENSG00000067900|HPRD:03414|Vega:OTTHUMG00000131723	18q11.1	Rho associated coiled-coil containing protein kinase 1	protein-coding
60561	RINT1	RINT-1	MIM:610089|HGNC:HGNC:21876|Ensembl:ENSG00000135249|HPRD:15250|Vega:OTTHUMG00000157400	7q22.3	RAD50 interactor 1	protein-coding
6015	RING1	RING1A|RNF1	MIM:602045|HGNC:HGNC:10018|Ensembl:ENSG00000204227|HPRD:03624|Vega:OTTHUMG00000031278	6p21.3	ring finger protein 1	protein-coding
6010	RHO	CSNBAD1|OPN2|RP4	MIM:180380|HGNC:HGNC:10012|Ensembl:ENSG00000163914|HPRD:01584|Vega:OTTHUMG00000159542	3q22.1	rhodopsin	protein-coding
5995	RGR	RP44	MIM:600342|HGNC:HGNC:9990|Ensembl:ENSG00000148604|HPRD:02642	10q23	retinal G protein coupled receptor	protein-coding
598	BCL2L1	BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52	MIM:600039|HGNC:HGNC:992|Ensembl:ENSG00000171552|HPRD:02497|Vega:OTTHUMG00000032192	20q11.21	BCL2 like 1	protein-coding
594	BCKDHB	BCKDE1B|BCKDH E1-beta|E1B	MIM:248611|HGNC:HGNC:987|Ensembl:ENSG00000083123|HPRD:02011|Vega:OTTHUMG00000016430	6q14.1	branched chain keto acid dehydrogenase E1, beta polypeptide	protein-coding
59336	PRDM13	MU-MB-20.220|PFM10	MIM:616741|HGNC:HGNC:13998|HPRD:17901	6q16.2	PR domain 13	protein-coding
59335	PRDM12	HSAN8|PFM9	MIM:616458|HGNC:HGNC:13997|Ensembl:ENSG00000130711|HPRD:17900|Vega:OTTHUMG00000020808	9q34.12	PR domain 12	protein-coding
5906	RAP1A	C21KG|G-22K|KREV-1|KREV1|RAP1|SMGP21	MIM:179520|HGNC:HGNC:9855|Ensembl:ENSG00000116473|HPRD:01545|Vega:OTTHUMG00000011959	1p13.3	RAP1A, member of RAS oncogene family	protein-coding
5900	RALGDS	RGDS|RGF|RalGEF	MIM:601619|HGNC:HGNC:9842|Ensembl:ENSG00000160271|HPRD:03371|Vega:OTTHUMG00000020858	9q34.3	ral guanine nucleotide dissociation stimulator	protein-coding
5879	RAC1	MIG5|Rac-1|TC-25|p21-Rac1	MIM:602048|HGNC:HGNC:9801|Ensembl:ENSG00000136238|HPRD:03627|Vega:OTTHUMG00000023540	7p22	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	protein-coding
580	BARD1	-	MIM:601593|HGNC:HGNC:952|Ensembl:ENSG00000138376|HPRD:03354|Vega:OTTHUMG00000133016	2q35	BRCA1 associated RING domain 1	protein-coding
5757	PTMA	TMSA	MIM:188390|HGNC:HGNC:9623|Ensembl:ENSG00000187514|HPRD:01778|Vega:OTTHUMG00000153810	2q37.1	prothymosin, alpha	protein-coding
5754	PTK7	CCK-4|CCK4	MIM:601890|HGNC:HGNC:9618|Ensembl:ENSG00000112655|HPRD:03534|Vega:OTTHUMG00000014721	6p21.1-p12.2	protein tyrosine kinase 7 (inactive)	protein-coding
57508	INTS2	INT2|KIAA1287	MIM:611346|HGNC:HGNC:29241|Ensembl:ENSG00000108506|HPRD:11137|Vega:OTTHUMG00000179234	17q23.2	integrator complex subunit 2	protein-coding
57468	SLC12A5	EIEE34|EIG14|KCC2|hKCC2	MIM:606726|HGNC:HGNC:13818|Ensembl:ENSG00000124140|HPRD:09469|Vega:OTTHUMG00000032638	20q13.12	solute carrier family 12 member 5	protein-coding
574512	MIR507	MIRN507|hsa-mir-507|mir-507	HGNC:HGNC:32144|Ensembl:ENSG00000207969|miRBase:MI0003194	Xq27.3	microRNA 507	ncRNA
574511	MIR506	MIRN506|hsa-mir-506|mir-506	MIM:300877|HGNC:HGNC:32143|Ensembl:ENSG00000207731|miRBase:MI0003193	Xq27.3	microRNA 506	ncRNA
574510	MIR513A2	MIRN513-2|MIRN513A-2|MIRN513A2|hsa-mir-513a-2	HGNC:HGNC:32142|Ensembl:ENSG00000207984|miRBase:MI0003192	Xq27.3	microRNA 513a-2	ncRNA
574479	MIR517A	MIRN517A|mir-517a	HGNC:HGNC:32111|Ensembl:ENSG00000207734|miRBase:MI0003161	19q13.42	microRNA 517a	ncRNA
574468	MIR526B	MIRN526B	HGNC:HGNC:32100|Ensembl:ENSG00000207580|miRBase:MI0003150	19q13.42	microRNA 526b	ncRNA
574436	MIR485	MIRN485|hsa-mir-485|mir-485	MIM:615385|HGNC:HGNC:32067|miRBase:MI0002469	14q32.31	microRNA 485	ncRNA
5727	PTCH1	BCNS|HPE7|NBCCS|PTC|PTC1|PTCH|PTCH11	MIM:601309|HGNC:HGNC:9585|Ensembl:ENSG00000185920|HPRD:03200|Vega:OTTHUMG00000020280	9q22.3	patched 1	protein-coding
5716	PSMD10	dJ889N15.2|p28|p28(GANK)	MIM:300880|HGNC:HGNC:9555|Ensembl:ENSG00000101843|HPRD:04594|Vega:OTTHUMG00000022177	Xq22.3	proteasome 26S subunit, non-ATPase 10	protein-coding
57144	PAK7	PAK5	MIM:608038|HGNC:HGNC:15916|Ensembl:ENSG00000101349|HPRD:06423|Vega:OTTHUMG00000031857	20p12	p21 protein (Cdc42/Rac)-activated kinase 7	protein-coding
57120	GOPC	CAL|FIG|GOPC1|PIST|dJ94G16.2	MIM:606845|HGNC:HGNC:17643|Ensembl:ENSG00000047932|HPRD:06024|Vega:OTTHUMG00000015457	6q21	golgi-associated PDZ and coiled-coil motif containing	protein-coding
56980	PRDM10	PFM7	HGNC:HGNC:13995|Ensembl:ENSG00000170325|HPRD:11455|Vega:OTTHUMG00000165762	11q25	PR domain 10	protein-coding
56979	PRDM9	MEISETZ|MSBP3|PFM6|ZNF899	MIM:609760|HGNC:HGNC:13994|Ensembl:ENSG00000164256|HPRD:17905|Vega:OTTHUMG00000161918	5p14	PR domain 9	protein-coding
56978	PRDM8	EPM10|PFM5	MIM:616639|HGNC:HGNC:13993|Ensembl:ENSG00000152784|HPRD:17904|Vega:OTTHUMG00000160885	4q21	PR domain 8	protein-coding
56648	EIF5A2	EIF-5A2|eIF5AII	MIM:605782|HGNC:HGNC:3301|Ensembl:ENSG00000163577|HPRD:10426|Vega:OTTHUMG00000158958	3q26.2	eukaryotic translation initiation factor 5A2	protein-coding
55971	BAIAP2L1	IRTKS	MIM:611877|HGNC:HGNC:21649|Ensembl:ENSG00000006453|HPRD:11270|Vega:OTTHUMG00000165117	7q22.1	BAI1 associated protein 2 like 1	protein-coding
55885	LMO3	RBTN3|RBTNL2|RHOM3|Rhom-3	MIM:180386|HGNC:HGNC:6643|Ensembl:ENSG00000048540|HPRD:11832|Vega:OTTHUMG00000168837	12p12.3	LIM domain only 3	protein-coding
55872	PBK	CT84|HEL164|Nori-3|SPK|TOPK	MIM:611210|HGNC:HGNC:18282|Ensembl:ENSG00000168078|HPRD:17822|Vega:OTTHUMG00000102113	8p21.2	PDZ binding kinase	protein-coding
5581	PRKCE	PKCE|nPKC-epsilon	MIM:176975|HGNC:HGNC:9401|Ensembl:ENSG00000171132|HPRD:01500|Vega:OTTHUMG00000128817	2p21	protein kinase C epsilon	protein-coding
55656	INTS8	C8orf52|INT8	MIM:611351|HGNC:HGNC:26048|Ensembl:ENSG00000164941|HPRD:08626|Vega:OTTHUMG00000164695	8q22.1	integrator complex subunit 8	protein-coding
55568	GALNT10	GALNACT10|PPGALNACT10|PPGANTASE10	MIM:608043|HGNC:HGNC:19873|Ensembl:ENSG00000164574|HPRD:12157|Vega:OTTHUMG00000130145	5q33.2	polypeptide N-acetylgalactosaminyltransferase 10	protein-coding
55353	LAPTM4B	LAPTM4beta|LC27	MIM:613296|HGNC:HGNC:13646|Ensembl:ENSG00000104341	8q22.1	lysosomal protein transmembrane 4 beta	protein-coding
55290	BRF2	BRFU|TFIIIB50	MIM:607013|HGNC:HGNC:17298|HPRD:06115	8p11.23	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit	protein-coding
55281	TMEM140	-	HGNC:HGNC:21870|Ensembl:ENSG00000146859|HPRD:07723|Vega:OTTHUMG00000155413	7q33	transmembrane protein 140	protein-coding
55249	YY1AP1	HCCA1|HCCA2|YAP|YY1AP	MIM:607860|HGNC:HGNC:30935|Ensembl:ENSG00000163374|HPRD:08485|Vega:OTTHUMG00000035437	1q22	YY1 associated protein 1	protein-coding
5514	PPP1R10	CAT53|FB19|PNUTS|PP1R10|R111|p99	MIM:603771|HGNC:HGNC:9284|Ensembl:ENSG00000204569|HPRD:04797|Vega:OTTHUMG00000031259	6p21.3	protein phosphatase 1 regulatory subunit 10	protein-coding
55122	AKIRIN2	C6orf166|FBI1|dJ486L4.2	MIM:615165|HGNC:HGNC:21407|Ensembl:ENSG00000135334|HPRD:12864|Vega:OTTHUMG00000015180	6q15	akirin 2	protein-coding
54971	BANP	BEND1|SMAR1|SMARBP1	MIM:611564|HGNC:HGNC:13450|Ensembl:ENSG00000172530|HPRD:16538|Vega:OTTHUMG00000137678	16q24	BTG3 associated nuclear protein	protein-coding
54894	RNF43	RNF124|URCC	MIM:612482|HGNC:HGNC:18505|Ensembl:ENSG00000108375|HPRD:07896|Vega:OTTHUMG00000179077	17q22	ring finger protein 43	protein-coding
54806	AHI1	AHI-1|JBTS3|ORF1|dJ71N10.1	MIM:608894|HGNC:HGNC:21575|Ensembl:ENSG00000135541|HPRD:10597|Vega:OTTHUMG00000015631	6q23.3	Abelson helper integration site 1	protein-coding
54738	FEV	HSRNAFEV|PET-1	MIM:607150|HGNC:HGNC:18562|Ensembl:ENSG00000163497|HPRD:06193|Vega:OTTHUMG00000133080	2q36	FEV, ETS transcription factor	protein-coding
54680	ZNHIT6	BCD1|C1orf181|NY-BR-75	HGNC:HGNC:26089|Ensembl:ENSG00000117174|HPRD:08630	1p22.3	zinc finger HIT-type containing 6	protein-coding
54677	CROT	COT	MIM:606090|HGNC:HGNC:2366|Ensembl:ENSG00000005469|HPRD:12081|Vega:OTTHUMG00000023653	7q21.1	carnitine O-octanoyltransferase	protein-coding
5347	PLK1	PLK|STPK13	MIM:602098|HGNC:HGNC:9077|Ensembl:ENSG00000166851|HPRD:03652|Vega:OTTHUMG00000096984	16p12.2	polo like kinase 1	protein-coding
53344	CHIC1	BRX	MIM:300922|HGNC:HGNC:1934|Ensembl:ENSG00000204116|Vega:OTTHUMG00000021835	Xq13.2	cysteine rich hydrophobic domain 1	protein-coding
53335	BCL11A	BCL11A-L|BCL11A-S|BCL11A-XL|BCL11a-M|CTIP1|EVI9|HBFQTL5|ZNF856	MIM:606557|HGNC:HGNC:13221|Ensembl:ENSG00000119866|HPRD:05949|Vega:OTTHUMG00000129420	2p16.1	B-cell CLL/lymphoma 11A	protein-coding
5308	PITX2	ARP1|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	MIM:601542|HGNC:HGNC:9005|Ensembl:ENSG00000164093|HPRD:03328|Vega:OTTHUMG00000132837	4q25	paired like homeodomain 2	protein-coding
5295	PIK3R1	AGM7|GRB1|IMD36|p85|p85-ALPHA	MIM:171833|HGNC:HGNC:8979|Ensembl:ENSG00000145675|HPRD:01381|Vega:OTTHUMG00000131251	5q13.1	phosphoinositide-3-kinase regulatory subunit 1	protein-coding
5218	CDK14	PFTAIRE1|PFTK1	MIM:610679|HGNC:HGNC:8883|Ensembl:ENSG00000058091|HPRD:15121|Vega:OTTHUMG00000023649	7q21-q22	cyclin-dependent kinase 14	protein-coding
5154	PDGFA	PDGF-A|PDGF1	MIM:173430|HGNC:HGNC:8799|Ensembl:ENSG00000197461|HPRD:01424|Vega:OTTHUMG00000151412	7p22	platelet derived growth factor subunit A	protein-coding
51316	PLAC8	C15|DGIC|PNAS-144|onzin	MIM:607515|HGNC:HGNC:19254|Ensembl:ENSG00000145287|HPRD:06335|Vega:OTTHUMG00000130294	4q21.22	placenta specific 8	protein-coding
51256	TBC1D7	MGCPH|PIG51|TBC7	MIM:612655|HGNC:HGNC:21066|Ensembl:ENSG00000145979|HPRD:18165|Vega:OTTHUMG00000014272	6p24.1	TBC1 domain family member 7	protein-coding
51176	LEF1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	MIM:153245|HGNC:HGNC:6551|Ensembl:ENSG00000138795|HPRD:01075|Vega:OTTHUMG00000131809	4q25	lymphoid enhancer binding factor 1	protein-coding
5089	PBX2	G17|HOX12|PBX2MHC	MIM:176311|HGNC:HGNC:8633|Ensembl:ENSG00000204304|HPRD:08890|Vega:OTTHUMG00000031116	6p21.3	pre-B-cell leukemia homeobox 2	protein-coding
5015	OTX2	CPHD6|MCOPS5	MIM:600037|HGNC:HGNC:8522|HPRD:07190	14q22.3	orthodenticle homeobox 2	protein-coding
494335	MIR423	MIRN423|hsa-mir-423|mir-423	HGNC:HGNC:31880|Ensembl:ENSG00000199071|miRBase:MI0001445	17q11.2	microRNA 423	ncRNA
494329	MIR380	MIR380-3p|MIRN380|hsa-mir-380|mir-380	MIM:613654|HGNC:HGNC:31873|miRBase:MI0000788	14q32.31	microRNA 380	ncRNA
4916	NTRK3	GP145-TrkC|TRKC|gp145(trkC)	MIM:191316|HGNC:HGNC:8033|Ensembl:ENSG00000140538|HPRD:01870|Vega:OTTHUMG00000148677	15q25	neurotrophic tyrosine kinase, receptor, type 3	protein-coding
4904	YBX1	BP-8|CBF-A|CSDA2|CSDB|DBPB|EFI-A|MDR-NF1|NSEP-1|NSEP1|YB-1|YB1	MIM:154030|HGNC:HGNC:8014|Ensembl:ENSG00000065978|HPRD:01095|Vega:OTTHUMG00000007523	1p34	Y-box binding protein 1	protein-coding
4856	NOV	CCN3|IBP-9|IGFBP-9|IGFBP9|NOVh	MIM:164958|HGNC:HGNC:7885|Ensembl:ENSG00000136999|HPRD:01291|Vega:OTTHUMG00000164984	8q24.1	nephroblastoma overexpressed	protein-coding
4855	NOTCH4	INT3	MIM:164951|HGNC:HGNC:7884|Ensembl:ENSG00000204301|HPRD:01290|Vega:OTTHUMG00000031044	6p21.3	notch 4	protein-coding
4781	NFIB	CTF|HMGIC/NFIB|NF-I/B|NF1-B|NFI-B|NFI-RED|NFIB2|NFIB3	MIM:600728|HGNC:HGNC:7785|Ensembl:ENSG00000147862|HPRD:09008|Vega:OTTHUMG00000021027	9p24.1	nuclear factor I/B	protein-coding
473	RERE	ARG|ARP|ATN1L|DNB1	MIM:605226|HGNC:HGNC:9965|Ensembl:ENSG00000142599|HPRD:05566|Vega:OTTHUMG00000001765	1p36.23	arginine-glutamic acid dipeptide (RE) repeats	protein-coding
4680	CEACAM6	CD66c|CEAL|NCA	MIM:163980|HGNC:HGNC:1818|Ensembl:ENSG00000086548|HPRD:01233|Vega:OTTHUMG00000151064	19q13.2	carcinoembryonic antigen related cell adhesion molecule 6	protein-coding
467	ATF3	-	MIM:603148|HGNC:HGNC:785|Ensembl:ENSG00000162772|HPRD:04395|Vega:OTTHUMG00000036747	1q32.3	activating transcription factor 3	protein-coding
4486	MST1R	CD136|CDw136|PTK8|RON	MIM:600168|HGNC:HGNC:7381|Ensembl:ENSG00000164078|HPRD:02545|Vega:OTTHUMG00000156709	3p21.3	macrophage stimulating 1 receptor	protein-coding
4440	MSI1	-	MIM:603328|HGNC:HGNC:7330|Ensembl:ENSG00000135097|HPRD:04509|Vega:OTTHUMG00000169344	12q24	musashi RNA binding protein 1	protein-coding
442904	MIR335	MIRN335|hsa-mir-335|miRNA335|mir-335	MIM:611768|HGNC:HGNC:31773|Ensembl:ENSG00000199043|miRBase:MI0000816	7q32.2	microRNA 335	ncRNA
442902	MIR330	MIRN330|hsa-mir-330|mir-330	HGNC:HGNC:31771|Ensembl:ENSG00000199066|miRBase:MI0000803	19q13.32	microRNA 330	ncRNA
442893	MIR151A	MIR151|MIRN151|hsa-mir-151|hsa-mir-151a	HGNC:HGNC:31762|miRBase:MI0000809	-	microRNA 151a	ncRNA
442890	MIR133B	MIRN133B|miRNA133B|mir-133b	MIM:610946|HGNC:HGNC:31759|Ensembl:ENSG00000199080|miRBase:MI0000822	6p12.2	microRNA 133b	ncRNA
441951	ZFAS1	C20orf199|HSUP1|HSUP2|NCRNA00275|ZNFX1-AS1	HGNC:HGNC:33101|Ensembl:ENSG00000177410	20q13.13	ZNFX1 antisense RNA 1	ncRNA
440414	TRE17	-	-	17p11.2	TRE17 protein	protein-coding
4361	MRE11A	ATLD|HNGS1|MRE11|MRE11B	MIM:600814|HGNC:HGNC:7230|Ensembl:ENSG00000020922|HPRD:02889|Vega:OTTHUMG00000167780	11q21	MRE11 homolog A, double strand break repair nuclease	protein-coding
4357	MPST	MST|TST2|TUM1	MIM:602496|HGNC:HGNC:7223|Ensembl:ENSG00000128309|HPRD:11896|Vega:OTTHUMG00000150543	22q13.1	mercaptopyruvate sulfurtransferase	protein-coding
